变压器资产ID,产生时间（15秒）,相别,有功电流（A）,有功功率（MW）,无功功率（MW）,负载率（%）,功率因数,开关档位
500KV-BYQ-002,2024-06-10 03:23:00,A,1249.4,401.2,91.0,73.5,0.93,5
500KV-BYQ-002,2024-06-10 03:23:00,B,1227.8,396.8,80.4,74.0,0.91,5
500KV-BYQ-002,2024-06-10 03:23:00,C,1218.4,432.8,90.6,74.2,0.93,5
500KV-BYQ-003,2024-06-10 03:23:00,A,1201.1,435.6,87.7,72.7,0.95,5
500KV-BYQ-003,2024-06-10 03:23:00,B,1201.6,413.6,94.1,72.3,0.91,5
500KV-BYQ-003,2024-06-10 03:23:00,C,1233.4,433.8,82.8,69.6,0.9,5
500KV-BYQ-001,2024-06-10 03:24:00,A,1255.6,450.8,86.5,72.8,0.91,3
500KV-BYQ-001,2024-06-10 03:24:00,B,1217.4,399.9,91.0,67.7,0.93,3
500KV-BYQ-001,2024-06-10 03:24:00,C,1242.3,420.1,91.1,65.5,0.92,3
500KV-BYQ-002,2024-06-10 03:24:00,A,1293.1,449.6,89.5,69.1,0.91,1
500KV-BYQ-002,2024-06-10 03:24:00,B,1304.3,429.3,90.6,70.2,0.91,1
500KV-BYQ-002,2024-06-10 03:24:00,C,1306.9,411.4,94.6,73.2,0.91,1
500KV-BYQ-003,2024-06-10 03:24:00,A,1227.3,423.0,87.1,65.6,0.94,3
500KV-BYQ-003,2024-06-10 03:24:00,B,1278.6,405.9,95.1,66.6,0.91,3
500KV-BYQ-003,2024-06-10 03:24:00,C,1233.5,429.3,93.7,69.1,0.94,3
500KV-BYQ-001,2024-06-10 03:25:00,A,1266.7,443.9,90.6,70.3,0.92,1
500KV-BYQ-001,2024-06-10 03:25:00,B,1274.4,408.6,81.8,74.5,0.93,1
500KV-BYQ-001,2024-06-10 03:25:00,C,1271.9,438.2,93.3,73.8,0.95,1
500KV-BYQ-002,2024-06-10 03:25:00,A,1204.9,433.8,93.7,69.7,0.92,1
500KV-BYQ-002,2024-06-10 03:25:00,B,1226.2,397.2,80.5,74.5,0.95,1
500KV-BYQ-002,2024-06-10 03:25:00,C,1230.9,431.0,82.8,64.9,0.93,1
500KV-BYQ-003,2024-06-10 03:25:00,A,1275.2,409.4,82.1,69.0,0.91,1
500KV-BYQ-003,2024-06-10 03:25:00,B,1235.8,432.6,83.7,69.1,0.93,1
500KV-BYQ-003,2024-06-10 03:25:00,C,1190.7,441.0,82.6,67.5,0.94,1
500KV-BYQ-001,2024-06-10 03:26:00,A,1312.8,424.4,84.1,68.9,0.92,1
500KV-BYQ-001,2024-06-10 03:26:00,B,1299.1,411.7,83.2,74.5,0.91,1
500KV-BYQ-001,2024-06-10 03:26:00,C,1224.5,429.7,93.4,70.8,0.92,1
500KV-BYQ-002,2024-06-10 03:26:00,A,1239.0,437.1,82.2,65.3,0.9,2
500KV-BYQ-002,2024-06-10 03:26:00,B,1265.2,423.4,82.9,70.6,0.91,2
500KV-BYQ-002,2024-06-10 03:26:00,C,1283.5,441.6,89.1,74.5,0.93,2
500KV-BYQ-003,2024-06-10 03:26:00,A,1225.1,427.0,83.4,74.7,0.92,2
500KV-BYQ-003,2024-06-10 03:26:00,B,1255.7,442.8,89.0,74.6,0.92,2
500KV-BYQ-003,2024-06-10 03:26:00,C,1281.6,435.5,83.9,69.8,0.94,2
500KV-BYQ-001,2024-06-10 03:27:00,A,1275.7,408.2,91.3,71.1,0.9,4
500KV-BYQ-001,2024-06-10 03:27:00,B,1270.6,418.6,95.3,70.8,0.93,4
500KV-BYQ-001,2024-06-10 03:27:00,C,1234.9,404.4,81.4,72.0,0.93,4
500KV-BYQ-002,2024-06-10 03:27:00,A,1205.4,451.4,89.1,75.0,0.9,2
500KV-BYQ-002,2024-06-10 03:27:00,B,1209.1,432.3,93.1,74.3,0.94,2
500KV-BYQ-002,2024-06-10 03:27:00,C,1206.2,441.1,91.0,67.5,0.92,2
500KV-BYQ-003,2024-06-10 03:27:00,A,1211.3,435.4,81.2,72.8,0.9,3
500KV-BYQ-003,2024-06-10 03:27:00,B,1282.1,405.2,88.9,64.2,0.91,3
500KV-BYQ-003,2024-06-10 03:27:00,C,1238.9,426.8,88.9,68.7,0.9,3
500KV-BYQ-001,2024-06-10 03:28:00,A,1232.8,424.4,80.3,70.5,0.9,3
500KV-BYQ-001,2024-06-10 03:28:00,B,1215.1,441.9,93.7,72.6,0.92,3
500KV-BYQ-001,2024-06-10 03:28:00,C,1270.4,408.9,87.9,73.5,0.94,3
500KV-BYQ-002,2024-06-10 03:28:00,A,1285.4,452.6,86.1,67.5,0.94,1
500KV-BYQ-002,2024-06-10 03:28:00,B,1298.2,406.6,87.6,69.7,0.91,1
500KV-BYQ-002,2024-06-10 03:28:00,C,1252.0,406.9,84.3,73.2,0.93,1
500KV-BYQ-003,2024-06-10 03:28:00,A,1232.1,444.3,80.6,73.2,0.94,3
500KV-BYQ-003,2024-06-10 03:28:00,B,1290.0,443.2,81.6,66.5,0.92,3
500KV-BYQ-003,2024-06-10 03:28:00,C,1209.2,417.2,94.4,71.2,0.95,3
500KV-BYQ-001,2024-06-10 03:29:00,A,1219.6,443.4,94.0,66.5,0.94,4
500KV-BYQ-001,2024-06-10 03:29:00,B,1210.0,426.6,89.2,72.9,0.94,4
500KV-BYQ-001,2024-06-10 03:29:00,C,1270.7,405.3,82.1,67.8,0.94,4
500KV-BYQ-002,2024-06-10 03:29:00,A,1222.1,422.3,85.8,66.9,0.92,4
500KV-BYQ-002,2024-06-10 03:29:00,B,1247.5,445.2,92.9,73.8,0.94,4
500KV-BYQ-002,2024-06-10 03:29:00,C,1239.7,406.3,91.9,70.6,0.92,4
500KV-BYQ-003,2024-06-10 03:29:00,A,1274.4,426.0,82.6,69.5,0.94,5
500KV-BYQ-003,2024-06-10 03:29:00,B,1276.8,444.2,91.0,69.9,0.94,5
500KV-BYQ-003,2024-06-10 03:29:00,C,1253.4,442.7,87.8,65.7,0.91,5
500KV-BYQ-001,2024-06-10 03:30:00,A,1222.6,445.5,91.5,66.8,0.94,1
500KV-BYQ-001,2024-06-10 03:30:00,B,1290.7,443.3,90.2,75.7,0.94,1
500KV-BYQ-001,2024-06-10 03:30:00,C,1237.5,433.9,89.8,71.0,0.94,1
500KV-BYQ-002,2024-06-10 03:30:00,A,1214.8,418.5,90.5,66.7,0.91,2
500KV-BYQ-002,2024-06-10 03:30:00,B,1189.0,448.3,85.5,65.2,0.94,2
500KV-BYQ-002,2024-06-10 03:30:00,C,1292.7,414.8,85.7,67.2,0.9,2
500KV-BYQ-003,2024-06-10 03:30:00,A,1243.2,454.4,89.5,68.6,0.92,3
500KV-BYQ-003,2024-06-10 03:30:00,B,1272.7,415.6,94.9,66.6,0.93,3
500KV-BYQ-003,2024-06-10 03:30:00,C,1270.2,411.8,95.2,67.4,0.93,3
500KV-BYQ-001,2024-06-10 03:31:00,A,1203.7,414.8,88.7,68.9,0.91,1
500KV-BYQ-001,2024-06-10 03:31:00,B,1261.3,410.8,88.9,69.3,0.9,1
500KV-BYQ-001,2024-06-10 03:31:00,C,1202.1,429.4,95.4,75.3,0.94,1
500KV-BYQ-002,2024-06-10 03:31:00,A,1273.0,435.9,93.9,72.5,0.9,1
500KV-BYQ-002,2024-06-10 03:31:00,B,1317.1,429.3,85.9,66.6,0.91,1
500KV-BYQ-002,2024-06-10 03:31:00,C,1309.4,435.9,83.2,68.0,0.92,1
500KV-BYQ-003,2024-06-10 03:31:00,A,1271.7,426.1,82.8,68.0,0.93,5
500KV-BYQ-003,2024-06-10 03:31:00,B,1232.3,441.0,95.4,66.4,0.95,5
500KV-BYQ-003,2024-06-10 03:31:00,C,1211.8,403.6,94.1,76.2,0.93,5
500KV-BYQ-001,2024-06-10 03:32:00,A,1277.5,421.0,82.8,69.4,0.9,3
500KV-BYQ-001,2024-06-10 03:32:00,B,1277.7,407.0,89.0,68.4,0.91,3
500KV-BYQ-001,2024-06-10 03:32:00,C,1291.4,430.0,83.9,67.0,0.91,3
500KV-BYQ-002,2024-06-10 03:32:00,A,1241.2,451.6,83.6,65.2,0.93,4
500KV-BYQ-002,2024-06-10 03:32:00,B,1268.8,420.9,88.7,72.9,0.93,4
500KV-BYQ-002,2024-06-10 03:32:00,C,1217.4,437.5,80.8,71.8,0.91,4
500KV-BYQ-003,2024-06-10 03:32:00,A,1191.8,428.1,81.0,75.1,0.9,1
500KV-BYQ-003,2024-06-10 03:32:00,B,1240.5,405.5,84.0,72.7,0.92,1
500KV-BYQ-003,2024-06-10 03:32:00,C,1289.2,428.7,96.2,72.8,0.93,1
500KV-BYQ-001,2024-06-10 03:33:00,A,1230.3,419.9,96.6,69.5,0.94,2
500KV-BYQ-001,2024-06-10 03:33:00,B,1255.7,456.5,89.4,70.0,0.93,2
500KV-BYQ-001,2024-06-10 03:33:00,C,1291.3,428.1,86.4,68.1,0.94,2
500KV-BYQ-002,2024-06-10 03:33:00,A,1259.3,400.4,88.4,69.6,0.93,5
500KV-BYQ-002,2024-06-10 03:33:00,B,1270.3,442.3,82.3,73.6,0.95,5
500KV-BYQ-002,2024-06-10 03:33:00,C,1290.9,414.2,91.3,72.3,0.93,5
500KV-BYQ-003,2024-06-10 03:33:00,A,1245.1,437.9,92.6,71.9,0.94,3
500KV-BYQ-003,2024-06-10 03:33:00,B,1286.4,415.2,87.8,69.7,0.93,3
500KV-BYQ-003,2024-06-10 03:33:00,C,1229.9,427.4,83.9,72.2,0.92,3
500KV-BYQ-001,2024-06-10 03:34:00,A,1280.4,417.3,79.1,66.4,0.92,3
500KV-BYQ-001,2024-06-10 03:34:00,B,1205.9,414.2,90.7,69.4,0.93,3
500KV-BYQ-001,2024-06-10 03:34:00,C,1221.8,419.8,82.5,74.3,0.93,3
500KV-BYQ-002,2024-06-10 03:34:00,A,1274.3,440.1,93.4,69.0,0.9,2
500KV-BYQ-002,2024-06-10 03:34:00,B,1292.4,440.3,88.3,65.4,0.95,2
500KV-BYQ-002,2024-06-10 03:34:00,C,1220.0,438.7,94.2,66.9,0.9,2
500KV-BYQ-003,2024-06-10 03:34:00,A,1200.6,412.4,81.0,70.8,0.94,5
500KV-BYQ-003,2024-06-10 03:34:00,B,1293.1,395.8,91.0,75.6,0.95,5
500KV-BYQ-003,2024-06-10 03:34:00,C,1252.1,445.6,82.4,68.1,0.94,5
500KV-BYQ-001,2024-06-10 03:35:00,A,1228.7,396.8,85.7,71.6,0.91,3
500KV-BYQ-001,2024-06-10 03:35:00,B,1293.9,427.9,79.9,69.6,0.91,3
500KV-BYQ-001,2024-06-10 03:35:00,C,1286.6,434.3,81.6,70.2,0.92,3
500KV-BYQ-002,2024-06-10 03:35:00,A,1271.7,425.4,87.6,75.5,0.91,4
500KV-BYQ-002,2024-06-10 03:35:00,B,1220.2,436.4,96.4,69.7,0.91,4
500KV-BYQ-002,2024-06-10 03:35:00,C,1200.5,406.0,93.7,74.1,0.91,4
500KV-BYQ-003,2024-06-10 03:35:00,A,1243.6,419.1,93.9,68.8,0.93,3
500KV-BYQ-003,2024-06-10 03:35:00,B,1219.0,429.7,81.8,70.5,0.94,3
500KV-BYQ-003,2024-06-10 03:35:00,C,1236.6,406.3,86.0,71.7,0.92,3
500KV-BYQ-001,2024-06-10 03:36:00,A,1256.8,402.9,82.8,67.7,0.92,2
500KV-BYQ-001,2024-06-10 03:36:00,B,1313.9,442.3,88.9,71.6,0.93,2
500KV-BYQ-001,2024-06-10 03:36:00,C,1253.5,396.6,83.4,72.6,0.95,2
500KV-BYQ-002,2024-06-10 03:36:00,A,1289.8,409.9,85.3,73.8,0.92,4
500KV-BYQ-002,2024-06-10 03:36:00,B,1229.4,407.9,91.3,66.5,0.93,4
500KV-BYQ-002,2024-06-10 03:36:00,C,1269.0,441.5,80.4,67.6,0.91,4
500KV-BYQ-003,2024-06-10 03:36:00,A,1276.3,425.7,91.7,73.6,0.91,2
500KV-BYQ-003,2024-06-10 03:36:00,B,1200.9,417.5,79.0,73.8,0.93,2
500KV-BYQ-003,2024-06-10 03:36:00,C,1289.1,405.3,81.5,66.9,0.92,2
500KV-BYQ-001,2024-06-10 03:37:00,A,1299.9,409.2,81.6,73.9,0.92,3
500KV-BYQ-001,2024-06-10 03:37:00,B,1275.9,449.2,92.8,67.3,0.91,3
500KV-BYQ-001,2024-06-10 03:37:00,C,1261.6,403.9,93.1,73.7,0.94,3
500KV-BYQ-002,2024-06-10 03:37:00,A,1226.1,422.3,90.0,68.8,0.91,3
500KV-BYQ-002,2024-06-10 03:37:00,B,1274.0,418.9,89.6,65.1,0.93,3
500KV-BYQ-002,2024-06-10 03:37:00,C,1306.4,429.0,89.7,72.4,0.9,3
500KV-BYQ-003,2024-06-10 03:37:00,A,1291.5,408.9,89.3,65.2,0.9,4
500KV-BYQ-003,2024-06-10 03:37:00,B,1237.0,424.1,90.4,70.4,0.94,4
500KV-BYQ-003,2024-06-10 03:37:00,C,1222.9,440.8,83.9,66.7,0.92,4
500KV-BYQ-001,2024-06-10 03:38:00,A,1251.1,418.5,94.2,66.1,0.92,3
500KV-BYQ-001,2024-06-10 03:38:00,B,1187.5,442.3,96.0,73.9,0.94,3
500KV-BYQ-001,2024-06-10 03:38:00,C,1204.9,424.7,86.9,68.0,0.9,3
500KV-BYQ-002,2024-06-10 03:38:00,A,1319.0,410.6,79.3,72.7,0.93,5
500KV-BYQ-002,2024-06-10 03:38:00,B,1228.6,441.7,88.8,68.1,0.93,5
500KV-BYQ-002,2024-06-10 03:38:00,C,1236.7,426.0,89.0,70.1,0.93,5
500KV-BYQ-003,2024-06-10 03:38:00,A,1257.2,411.4,89.4,68.7,0.93,2
500KV-BYQ-003,2024-06-10 03:38:00,B,1210.0,431.5,82.5,69.2,0.91,2
500KV-BYQ-003,2024-06-10 03:38:00,C,1281.9,405.1,95.4,75.6,0.92,2
500KV-BYQ-001,2024-06-10 03:39:00,A,1248.9,410.0,87.5,71.5,0.92,1
500KV-BYQ-001,2024-06-10 03:39:00,B,1210.1,429.3,91.5,66.4,0.91,1
500KV-BYQ-001,2024-06-10 03:39:00,C,1211.5,431.7,86.1,72.4,0.95,1
500KV-BYQ-002,2024-06-10 03:39:00,A,1293.7,401.7,87.3,66.4,0.95,1
500KV-BYQ-002,2024-06-10 03:39:00,B,1293.2,414.2,85.7,74.7,0.95,1
500KV-BYQ-002,2024-06-10 03:39:00,C,1242.2,414.0,95.8,76.2,0.94,1
500KV-BYQ-003,2024-06-10 03:39:00,A,1186.1,429.6,89.4,66.3,0.92,3
500KV-BYQ-003,2024-06-10 03:39:00,B,1253.8,449.0,83.3,71.1,0.91,3
500KV-BYQ-003,2024-06-10 03:39:00,C,1222.9,439.7,80.8,70.9,0.9,3
500KV-BYQ-001,2024-06-10 03:40:00,A,1228.6,423.7,81.3,72.7,0.92,2
500KV-BYQ-001,2024-06-10 03:40:00,B,1265.0,408.8,90.7,68.9,0.9,2
500KV-BYQ-001,2024-06-10 03:40:00,C,1304.4,404.1,81.8,75.2,0.93,2
500KV-BYQ-002,2024-06-10 03:40:00,A,1194.9,445.6,88.3,67.5,0.91,3
500KV-BYQ-002,2024-06-10 03:40:00,B,1301.1,443.6,86.9,69.6,0.91,3
500KV-BYQ-002,2024-06-10 03:40:00,C,1303.9,402.1,86.7,71.9,0.91,3
500KV-BYQ-003,2024-06-10 03:40:00,A,1220.4,399.3,79.6,72.2,0.94,2
500KV-BYQ-003,2024-06-10 03:40:00,B,1252.3,437.8,93.9,74.7,0.93,2
500KV-BYQ-003,2024-06-10 03:40:00,C,1263.7,413.3,83.5,68.2,0.93,2
500KV-BYQ-001,2024-06-10 03:41:00,A,1240.5,423.3,92.2,68.2,0.93,1
500KV-BYQ-001,2024-06-10 03:41:00,B,1231.4,411.0,91.2,66.6,0.91,1
500KV-BYQ-001,2024-06-10 03:41:00,C,1313.5,423.4,80.9,69.1,0.93,1
500KV-BYQ-002,2024-06-10 03:41:00,A,1251.2,432.1,87.0,68.7,0.93,3
500KV-BYQ-002,2024-06-10 03:41:00,B,1200.8,436.4,89.0,67.4,0.9,3
500KV-BYQ-002,2024-06-10 03:41:00,C,1232.9,395.2,82.2,68.3,0.94,3
500KV-BYQ-003,2024-06-10 03:41:00,A,1280.3,427.6,83.7,64.8,0.93,1
500KV-BYQ-003,2024-06-10 03:41:00,B,1284.9,423.8,86.1,66.2,0.94,1
500KV-BYQ-003,2024-06-10 03:41:00,C,1191.7,418.3,90.8,67.7,0.9,1
500KV-BYQ-001,2024-06-10 03:42:00,A,1216.0,444.7,88.7,69.4,0.91,4
500KV-BYQ-001,2024-06-10 03:42:00,B,1268.7,437.0,87.7,69.4,0.91,4
500KV-BYQ-001,2024-06-10 03:42:00,C,1257.4,417.9,82.3,73.8,0.93,4
500KV-BYQ-002,2024-06-10 03:42:00,A,1309.3,409.9,94.4,72.9,0.91,5
500KV-BYQ-002,2024-06-10 03:42:00,B,1247.2,437.7,88.4,70.3,0.92,5
500KV-BYQ-002,2024-06-10 03:42:00,C,1240.1,427.1,82.7,68.7,0.9,5
500KV-BYQ-003,2024-06-10 03:42:00,A,1234.6,439.2,91.0,68.6,0.92,4
500KV-BYQ-003,2024-06-10 03:42:00,B,1248.6,453.3,91.4,68.1,0.91,4
500KV-BYQ-003,2024-06-10 03:42:00,C,1230.9,416.0,80.3,70.3,0.94,4
500KV-BYQ-001,2024-06-10 03:43:00,A,1243.9,409.7,82.4,65.6,0.94,1
500KV-BYQ-001,2024-06-10 03:43:00,B,1252.6,408.8,93.4,65.1,0.92,1
500KV-BYQ-001,2024-06-10 03:43:00,C,1221.0,424.5,92.2,73.7,0.94,1
500KV-BYQ-002,2024-06-10 03:43:00,A,1233.0,441.5,89.2,68.4,0.9,5
500KV-BYQ-002,2024-06-10 03:43:00,B,1233.3,427.2,84.8,70.2,0.91,5
500KV-BYQ-002,2024-06-10 03:43:00,C,1312.8,437.4,80.7,67.1,0.91,5
500KV-BYQ-003,2024-06-10 03:43:00,A,1218.8,438.4,81.1,68.7,0.9,1
500KV-BYQ-003,2024-06-10 03:43:00,B,1261.7,419.1,93.3,70.6,0.9,1
500KV-BYQ-003,2024-06-10 03:43:00,C,1242.3,415.5,82.9,66.4,0.94,1
500KV-BYQ-001,2024-06-10 03:44:00,A,1234.0,425.8,83.0,69.6,0.94,5
500KV-BYQ-001,2024-06-10 03:44:00,B,1281.8,424.2,88.1,72.6,0.93,5
500KV-BYQ-001,2024-06-10 03:44:00,C,1227.9,403.1,84.9,73.0,0.92,5
500KV-BYQ-002,2024-06-10 03:44:00,A,1197.4,431.1,80.8,65.4,0.91,3
500KV-BYQ-002,2024-06-10 03:44:00,B,1313.7,404.8,90.5,66.2,0.93,3
500KV-BYQ-002,2024-06-10 03:44:00,C,1279.4,411.0,93.9,67.2,0.91,3
500KV-BYQ-003,2024-06-10 03:44:00,A,1254.0,409.7,81.4,66.3,0.93,2
500KV-BYQ-003,2024-06-10 03:44:00,B,1281.7,409.2,82.8,70.6,0.91,2
500KV-BYQ-003,2024-06-10 03:44:00,C,1286.7,420.9,92.1,70.6,0.9,2
500KV-BYQ-001,2024-06-10 03:45:00,A,1265.3,424.9,87.7,72.8,0.92,4
500KV-BYQ-001,2024-06-10 03:45:00,B,1270.2,399.2,82.8,74.7,0.95,4
500KV-BYQ-001,2024-06-10 03:45:00,C,1201.9,437.7,92.6,74.1,0.93,4
500KV-BYQ-002,2024-06-10 03:45:00,A,1251.6,434.9,87.3,68.0,0.92,3
500KV-BYQ-002,2024-06-10 03:45:00,B,1253.0,413.0,85.3,73.5,0.91,3
500KV-BYQ-002,2024-06-10 03:45:00,C,1248.7,435.1,92.5,71.4,0.9,3
500KV-BYQ-003,2024-06-10 03:45:00,A,1211.6,409.2,95.2,73.6,0.93,3
500KV-BYQ-003,2024-06-10 03:45:00,B,1290.4,419.0,93.0,70.2,0.93,3
500KV-BYQ-003,2024-06-10 03:45:00,C,1247.4,414.3,83.2,66.7,0.95,3
500KV-BYQ-001,2024-06-10 03:46:00,A,1225.3,434.4,92.3,72.8,0.93,3
500KV-BYQ-001,2024-06-10 03:46:00,B,1218.3,422.9,95.3,66.6,0.93,3
500KV-BYQ-001,2024-06-10 03:46:00,C,1221.1,414.3,87.8,76.0,0.94,3
500KV-BYQ-002,2024-06-10 03:46:00,A,1252.8,427.3,90.8,65.4,0.94,5
500KV-BYQ-002,2024-06-10 03:46:00,B,1237.0,426.2,83.7,74.5,0.94,5
500KV-BYQ-002,2024-06-10 03:46:00,C,1246.8,406.1,92.7,64.9,0.94,5
500KV-BYQ-003,2024-06-10 03:46:00,A,1250.0,413.5,85.2,74.7,0.94,2
500KV-BYQ-003,2024-06-10 03:46:00,B,1249.7,406.3,81.7,66.3,0.91,2
500KV-BYQ-003,2024-06-10 03:46:00,C,1212.5,428.3,91.9,67.7,0.95,2
500KV-BYQ-001,2024-06-10 03:47:00,A,1182.9,423.0,85.3,64.9,0.91,2
500KV-BYQ-001,2024-06-10 03:47:00,B,1232.8,416.3,80.6,70.4,0.93,2
500KV-BYQ-001,2024-06-10 03:47:00,C,1244.7,431.9,82.8,70.8,0.94,2
500KV-BYQ-002,2024-06-10 03:47:00,A,1264.1,424.2,91.2,72.2,0.92,1
500KV-BYQ-002,2024-06-10 03:47:00,B,1289.0,438.4,90.7,67.6,0.91,1
500KV-BYQ-002,2024-06-10 03:47:00,C,1221.7,411.3,85.1,68.0,0.92,1
500KV-BYQ-003,2024-06-10 03:47:00,A,1278.0,444.2,90.5,72.2,0.93,2
500KV-BYQ-003,2024-06-10 03:47:00,B,1255.7,395.1,84.6,71.8,0.91,2
500KV-BYQ-003,2024-06-10 03:47:00,C,1290.3,434.2,81.3,67.6,0.91,2
500KV-BYQ-001,2024-06-10 03:48:00,A,1234.8,406.2,84.1,67.0,0.94,3
500KV-BYQ-001,2024-06-10 03:48:00,B,1229.5,415.9,94.8,66.7,0.91,3
500KV-BYQ-001,2024-06-10 03:48:00,C,1267.1,434.9,90.6,73.1,0.92,3
500KV-BYQ-002,2024-06-10 03:48:00,A,1212.4,417.6,88.8,72.7,0.93,2
500KV-BYQ-002,2024-06-10 03:48:00,B,1227.9,440.0,89.0,72.6,0.92,2
500KV-BYQ-002,2024-06-10 03:48:00,C,1280.4,431.1,94.3,68.9,0.91,2
500KV-BYQ-003,2024-06-10 03:48:00,A,1218.0,443.5,81.4,71.8,0.94,2
500KV-BYQ-003,2024-06-10 03:48:00,B,1290.9,431.3,84.4,67.3,0.92,2
500KV-BYQ-003,2024-06-10 03:48:00,C,1273.1,436.3,85.2,71.3,0.92,2
500KV-BYQ-001,2024-06-10 03:49:00,A,1271.5,443.7,82.3,73.9,0.94,3
500KV-BYQ-001,2024-06-10 03:49:00,B,1234.8,436.2,83.0,70.7,0.93,3
500KV-BYQ-001,2024-06-10 03:49:00,C,1243.1,419.0,85.6,68.1,0.93,3
500KV-BYQ-002,2024-06-10 03:49:00,A,1277.7,412.2,92.3,67.9,0.92,4
500KV-BYQ-002,2024-06-10 03:49:00,B,1215.9,417.6,90.0,66.5,0.93,4
500KV-BYQ-002,2024-06-10 03:49:00,C,1283.3,421.9,87.3,74.5,0.94,4
500KV-BYQ-003,2024-06-10 03:49:00,A,1248.5,449.9,91.5,73.6,0.93,1
500KV-BYQ-003,2024-06-10 03:49:00,B,1223.0,415.5,92.9,74.7,0.92,1
500KV-BYQ-003,2024-06-10 03:49:00,C,1322.3,432.0,84.0,69.3,0.94,1
500KV-BYQ-001,2024-06-10 03:50:00,A,1231.4,445.3,84.6,74.4,0.92,4
500KV-BYQ-001,2024-06-10 03:50:00,B,1224.7,411.5,91.8,67.6,0.9,4
500KV-BYQ-001,2024-06-10 03:50:00,C,1230.9,397.8,83.0,65.1,0.94,4
500KV-BYQ-002,2024-06-10 03:50:00,A,1278.2,411.7,79.1,69.7,0.91,2
500KV-BYQ-002,2024-06-10 03:50:00,B,1239.0,423.1,85.7,72.5,0.95,2
500KV-BYQ-002,2024-06-10 03:50:00,C,1241.1,401.7,89.1,75.6,0.92,2
500KV-BYQ-003,2024-06-10 03:50:00,A,1229.8,451.7,94.9,71.2,0.94,2
500KV-BYQ-003,2024-06-10 03:50:00,B,1284.7,435.3,88.4,66.4,0.92,2
500KV-BYQ-003,2024-06-10 03:50:00,C,1220.8,414.8,80.9,70.5,0.92,2
500KV-BYQ-001,2024-06-10 03:51:00,A,1255.1,415.6,82.0,69.3,0.92,1
500KV-BYQ-001,2024-06-10 03:51:00,B,1286.8,435.2,82.7,75.1,0.91,1
500KV-BYQ-001,2024-06-10 03:51:00,C,1267.8,407.0,85.4,65.5,0.92,1
500KV-BYQ-002,2024-06-10 03:51:00,A,1226.6,410.0,94.7,74.6,0.91,1
500KV-BYQ-002,2024-06-10 03:51:00,B,1279.2,438.0,84.4,66.8,0.92,1
500KV-BYQ-002,2024-06-10 03:51:00,C,1310.1,395.8,85.8,65.6,0.94,1
500KV-BYQ-003,2024-06-10 03:51:00,A,1234.4,421.9,82.2,71.4,0.93,1
500KV-BYQ-003,2024-06-10 03:51:00,B,1300.5,441.6,79.4,65.9,0.93,1
500KV-BYQ-003,2024-06-10 03:51:00,C,1221.2,411.6,90.8,72.3,0.92,1
500KV-BYQ-001,2024-06-10 03:52:00,A,1282.3,416.0,83.7,70.9,0.92,1
500KV-BYQ-001,2024-06-10 03:52:00,B,1244.6,439.7,93.4,65.7,0.94,1
500KV-BYQ-001,2024-06-10 03:52:00,C,1180.4,403.4,82.6,71.0,0.95,1
500KV-BYQ-002,2024-06-10 03:52:00,A,1275.7,427.6,91.0,73.7,0.93,3
500KV-BYQ-002,2024-06-10 03:52:00,B,1290.7,408.2,90.7,66.7,0.91,3
500KV-BYQ-002,2024-06-10 03:52:00,C,1253.0,424.6,88.9,71.1,0.94,3
500KV-BYQ-003,2024-06-10 03:52:00,A,1247.7,417.7,83.8,75.4,0.93,2
500KV-BYQ-003,2024-06-10 03:52:00,B,1284.6,441.2,82.3,72.7,0.93,2
500KV-BYQ-003,2024-06-10 03:52:00,C,1225.8,440.6,91.8,64.3,0.91,2
500KV-BYQ-001,2024-06-10 03:53:00,A,1223.5,429.5,85.0,72.9,0.93,2
500KV-BYQ-001,2024-06-10 03:53:00,B,1222.8,409.7,86.1,67.7,0.91,2
500KV-BYQ-001,2024-06-10 03:53:00,C,1206.7,422.2,88.6,66.0,0.95,2
500KV-BYQ-002,2024-06-10 03:53:00,A,1216.5,449.7,88.5,70.0,0.91,3
500KV-BYQ-002,2024-06-10 03:53:00,B,1251.5,414.8,92.0,74.7,0.91,3
500KV-BYQ-002,2024-06-10 03:53:00,C,1249.8,436.2,90.7,74.8,0.94,3
500KV-BYQ-003,2024-06-10 03:53:00,A,1299.5,440.5,91.8,67.3,0.92,3
500KV-BYQ-003,2024-06-10 03:53:00,B,1275.4,401.9,86.2,70.6,0.9,3
500KV-BYQ-003,2024-06-10 03:53:00,C,1253.8,413.8,91.7,74.6,0.95,3
500KV-BYQ-001,2024-06-10 03:54:00,A,1238.0,440.4,91.6,71.8,0.94,2
500KV-BYQ-001,2024-06-10 03:54:00,B,1197.5,407.8,83.1,74.2,0.91,2
500KV-BYQ-001,2024-06-10 03:54:00,C,1277.1,434.0,85.3,72.1,0.94,2
500KV-BYQ-002,2024-06-10 03:54:00,A,1200.0,424.9,84.4,67.9,0.92,5
500KV-BYQ-002,2024-06-10 03:54:00,B,1242.5,427.3,81.0,70.1,0.95,5
500KV-BYQ-002,2024-06-10 03:54:00,C,1310.3,415.3,91.5,72.2,0.92,5
500KV-BYQ-003,2024-06-10 03:54:00,A,1182.8,394.8,88.2,65.7,0.92,3
500KV-BYQ-003,2024-06-10 03:54:00,B,1256.3,399.5,82.2,67.0,0.91,3
