变压器资产ID,产生时间（yyyy-MM-dd HH:mm:ss）,油温点位1（℃）,油温点位2（℃）
500KV-BYQ-001,2025-08-13 17:00:00,52.7,53.8
500KV-BYQ-002,2025-08-13 17:00:00,71.2,72.2
500KV-BYQ-003,2025-08-13 17:00:00,63.1,65.4
500KV-BYQ-001,2025-08-13 18:00:00,68.5,71.1
500KV-BYQ-002,2025-08-13 18:00:00,52.5,55.4
500KV-BYQ-003,2025-08-13 18:00:00,57.5,60.4
500KV-BYQ-001,2025-08-13 19:00:00,48.2,50.8
500KV-BYQ-002,2025-08-13 19:00:00,52.2,55.1
500KV-BYQ-003,2025-08-13 19:00:00,61.0,62.9
500KV-BYQ-001,2025-08-13 20:00:00,62.4,64.4
500KV-BYQ-002,2025-08-13 20:00:00,56.0,58.9
500KV-BYQ-003,2025-08-13 20:00:00,59.4,62.1
500KV-BYQ-001,2025-08-13 21:00:00,60.3,61.9
500KV-BYQ-002,2025-08-13 21:00:00,55.7,57.7
500KV-BYQ-003,2025-08-13 21:00:00,53.9,55.1
500KV-BYQ-001,2025-08-13 22:00:00,55.4,56.4
500KV-BYQ-002,2025-08-13 22:00:00,58.4,60.1
500KV-BYQ-003,2025-08-13 22:00:00,53.5,56.3
500KV-BYQ-001,2025-08-13 23:00:00,57.8,58.8
500KV-BYQ-002,2025-08-13 23:00:00,59.8,62.1
500KV-BYQ-003,2025-08-13 23:00:00,61.4,63.5
500KV-BYQ-001,2025-08-14 00:00:00,42.3,44.7
500KV-BYQ-002,2025-08-14 00:00:00,63.5,66.0
500KV-BYQ-003,2025-08-14 00:00:00,63.6,65.3
500KV-BYQ-001,2025-08-14 01:00:00,53.3,54.9
500KV-BYQ-002,2025-08-14 01:00:00,64.1,67.0
500KV-BYQ-003,2025-08-14 01:00:00,47.2,49.1
500KV-BYQ-001,2025-08-14 02:00:00,61.2,64.2
500KV-BYQ-002,2025-08-14 02:00:00,51.9,53.3
500KV-BYQ-003,2025-08-14 02:00:00,66.2,67.6
500KV-BYQ-001,2025-08-14 03:00:00,60.2,61.4
500KV-BYQ-002,2025-08-14 03:00:00,45.6,47.8
500KV-BYQ-003,2025-08-14 03:00:00,52.4,53.9
500KV-BYQ-001,2025-08-14 04:00:00,63.7,64.8
500KV-BYQ-002,2025-08-14 04:00:00,52.9,55.3
500KV-BYQ-003,2025-08-14 04:00:00,60.4,63.1
500KV-BYQ-001,2025-08-14 05:00:00,59.0,60.5
500KV-BYQ-002,2025-08-14 05:00:00,65.2,68.2
500KV-BYQ-003,2025-08-14 05:00:00,45.3,47.9
500KV-BYQ-001,2025-08-14 06:00:00,60.5,62.5
500KV-BYQ-002,2025-08-14 06:00:00,50.0,51.5
500KV-BYQ-003,2025-08-14 06:00:00,45.5,48.3
500KV-BYQ-001,2025-08-14 07:00:00,63.0,65.7
500KV-BYQ-002,2025-08-14 07:00:00,64.6,66.2
500KV-BYQ-003,2025-08-14 07:00:00,61.8,64.2
500KV-BYQ-001,2025-08-14 08:00:00,52.2,54.8
500KV-BYQ-002,2025-08-14 08:00:00,62.5,65.1
500KV-BYQ-003,2025-08-14 08:00:00,61.3,63.1
500KV-BYQ-001,2025-08-14 09:00:00,69.1,71.7
500KV-BYQ-002,2025-08-14 09:00:00,56.5,57.8
500KV-BYQ-003,2025-08-14 09:00:00,62.8,64.0
500KV-BYQ-001,2025-08-14 10:00:00,55.3,56.4
500KV-BYQ-002,2025-08-14 10:00:00,70.3,71.9
500KV-BYQ-003,2025-08-14 10:00:00,60.6,63.6
500KV-BYQ-001,2025-08-14 11:00:00,62.1,63.8
500KV-BYQ-002,2025-08-14 11:00:00,61.8,63.1
500KV-BYQ-003,2025-08-14 11:00:00,63.8,66.7
500KV-BYQ-001,2025-08-14 12:00:00,53.6,55.7
500KV-BYQ-002,2025-08-14 12:00:00,66.7,69.2
500KV-BYQ-003,2025-08-14 12:00:00,46.8,48.0
500KV-BYQ-001,2025-08-14 13:00:00,49.4,52.2
500KV-BYQ-002,2025-08-14 13:00:00,51.7,54.3
500KV-BYQ-003,2025-08-14 13:00:00,60.8,63.1
500KV-BYQ-001,2025-08-14 14:00:00,53.1,55.1
500KV-BYQ-002,2025-08-14 14:00:00,61.1,62.5
500KV-BYQ-003,2025-08-14 14:00:00,49.9,51.6
500KV-BYQ-001,2025-08-14 15:00:00,49.3,52.2
500KV-BYQ-002,2025-08-14 15:00:00,46.8,48.2
500KV-BYQ-003,2025-08-14 15:00:00,56.3,57.5
500KV-BYQ-001,2025-08-14 16:00:00,68.3,70.0
500KV-BYQ-002,2025-08-14 16:00:00,58.6,60.5
500KV-BYQ-003,2025-08-14 16:00:00,57.0,58.1
500KV-BYQ-001,2025-08-14 17:00:00,57.4,59.4
500KV-BYQ-002,2025-08-14 17:00:00,55.2,57.8
500KV-BYQ-003,2025-08-14 17:00:00,66.3,69.2
500KV-BYQ-001,2025-08-14 18:00:00,64.3,66.2
500KV-BYQ-002,2025-08-14 18:00:00,63.3,65.2
500KV-BYQ-003,2025-08-14 18:00:00,57.1,60.1
500KV-BYQ-001,2025-08-14 19:00:00,53.5,56.5
500KV-BYQ-002,2025-08-14 19:00:00,60.6,61.7
500KV-BYQ-003,2025-08-14 19:00:00,68.2,71.1
500KV-BYQ-001,2025-08-14 20:00:00,47.4,50.3
500KV-BYQ-002,2025-08-14 20:00:00,45.5,46.8
500KV-BYQ-003,2025-08-14 20:00:00,51.1,53.9
500KV-BYQ-001,2025-08-14 21:00:00,54.8,57.6
500KV-BYQ-002,2025-08-14 21:00:00,61.5,64.0
500KV-BYQ-003,2025-08-14 21:00:00,69.0,70.6
500KV-BYQ-001,2025-08-14 22:00:00,67.0,69.3
500KV-BYQ-002,2025-08-14 22:00:00,65.4,67.8
500KV-BYQ-003,2025-08-14 22:00:00,65.8,68.8
500KV-BYQ-001,2025-08-14 23:00:00,50.3,52.7
500KV-BYQ-002,2025-08-14 23:00:00,47.0,48.5
500KV-BYQ-003,2025-08-14 23:00:00,49.0,50.4
500KV-BYQ-001,2025-08-15 00:00:00,51.2,53.3
500KV-BYQ-002,2025-08-15 00:00:00,60.7,63.2
500KV-BYQ-003,2025-08-15 00:00:00,51.7,53.8
500KV-BYQ-001,2025-08-15 01:00:00,58.6,60.1
500KV-BYQ-002,2025-08-15 01:00:00,51.9,54.8
500KV-BYQ-003,2025-08-15 01:00:00,51.9,54.0
500KV-BYQ-001,2025-08-15 02:00:00,59.7,61.0
500KV-BYQ-002,2025-08-15 02:00:00,42.9,44.7
500KV-BYQ-003,2025-08-15 02:00:00,51.5,52.6
500KV-BYQ-001,2025-08-15 03:00:00,66.5,68.8
500KV-BYQ-002,2025-08-15 03:00:00,48.3,50.9
500KV-BYQ-003,2025-08-15 03:00:00,54.8,56.2
500KV-BYQ-001,2025-08-15 04:00:00,56.2,57.5
500KV-BYQ-002,2025-08-15 04:00:00,60.8,62.7
500KV-BYQ-003,2025-08-15 04:00:00,48.8,51.3
500KV-BYQ-001,2025-08-15 05:00:00,61.9,64.5
500KV-BYQ-002,2025-08-15 05:00:00,53.8,56.7
500KV-BYQ-003,2025-08-15 05:00:00,64.9,66.3
500KV-BYQ-001,2025-08-15 06:00:00,48.6,50.7
500KV-BYQ-002,2025-08-15 06:00:00,50.1,52.7
500KV-BYQ-003,2025-08-15 06:00:00,59.5,62.2
500KV-BYQ-001,2025-08-15 07:00:00,64.6,67.4
500KV-BYQ-002,2025-08-15 07:00:00,59.9,62.7
500KV-BYQ-003,2025-08-15 07:00:00,56.4,58.0
500KV-BYQ-001,2025-08-15 08:00:00,71.6,72.7
500KV-BYQ-002,2025-08-15 08:00:00,59.9,60.9
500KV-BYQ-003,2025-08-15 08:00:00,71.1,72.8
500KV-BYQ-001,2025-08-15 09:00:00,63.5,65.2
500KV-BYQ-002,2025-08-15 09:00:00,50.6,52.6
500KV-BYQ-003,2025-08-15 09:00:00,62.9,64.0
500KV-BYQ-001,2025-08-15 10:00:00,58.3,61.0
500KV-BYQ-002,2025-08-15 10:00:00,53.5,54.7
500KV-BYQ-003,2025-08-15 10:00:00,50.3,51.6
500KV-BYQ-001,2025-08-15 11:00:00,57.3,58.5
500KV-BYQ-002,2025-08-15 11:00:00,54.3,56.8
500KV-BYQ-003,2025-08-15 11:00:00,59.6,61.7
500KV-BYQ-001,2025-08-15 12:00:00,57.4,60.3
500KV-BYQ-002,2025-08-15 12:00:00,68.5,70.0
500KV-BYQ-003,2025-08-15 12:00:00,56.0,57.2
500KV-BYQ-001,2025-08-15 13:00:00,55.3,57.6
500KV-BYQ-002,2025-08-15 13:00:00,64.4,65.4
500KV-BYQ-003,2025-08-15 13:00:00,66.3,68.3
500KV-BYQ-001,2025-08-15 14:00:00,60.4,61.5
500KV-BYQ-002,2025-08-15 14:00:00,70.8,72.2
500KV-BYQ-003,2025-08-15 14:00:00,55.1,56.9
500KV-BYQ-001,2025-08-15 15:00:00,59.6,60.9
500KV-BYQ-002,2025-08-15 15:00:00,53.7,55.6
500KV-BYQ-003,2025-08-15 15:00:00,55.3,58.1
500KV-BYQ-001,2025-08-15 16:00:00,50.3,52.5
500KV-BYQ-002,2025-08-15 16:00:00,48.7,50.1
500KV-BYQ-003,2025-08-15 16:00:00,53.5,56.2
500KV-BYQ-001,2025-08-15 17:00:00,61.6,64.1
500KV-BYQ-002,2025-08-15 17:00:00,65.4,67.6
500KV-BYQ-003,2025-08-15 17:00:00,53.7,55.9
500KV-BYQ-001,2025-08-15 18:00:00,59.9,62.9
500KV-BYQ-002,2025-08-15 18:00:00,70.1,71.3
500KV-BYQ-003,2025-08-15 18:00:00,54.9,57.0
500KV-BYQ-001,2025-08-15 19:00:00,59.1,61.4
500KV-BYQ-002,2025-08-15 19:00:00,66.9,68.1
500KV-BYQ-003,2025-08-15 19:00:00,68.8,69.8
500KV-BYQ-001,2025-08-15 20:00:00,59.5,62.2
500KV-BYQ-002,2025-08-15 20:00:00,63.1,65.7
500KV-BYQ-003,2025-08-15 20:00:00,60.7,62.9
500KV-BYQ-001,2025-08-15 21:00:00,50.2,53.1
500KV-BYQ-002,2025-08-15 21:00:00,62.2,63.4
500KV-BYQ-003,2025-08-15 21:00:00,66.1,67.5
500KV-BYQ-001,2025-08-15 22:00:00,64.8,66.7
500KV-BYQ-002,2025-08-15 22:00:00,55.8,58.7
500KV-BYQ-003,2025-08-15 22:00:00,49.2,51.0
500KV-BYQ-001,2025-08-15 23:00:00,55.7,57.9
500KV-BYQ-002,2025-08-15 23:00:00,52.6,55.6
500KV-BYQ-003,2025-08-15 23:00:00,44.9,46.9
500KV-BYQ-001,2025-08-16 00:00:00,61.9,63.2
500KV-BYQ-002,2025-08-16 00:00:00,60.9,63.8
500KV-BYQ-003,2025-08-16 00:00:00,66.0,67.9
500KV-BYQ-001,2025-08-16 01:00:00,60.2,62.6
500KV-BYQ-002,2025-08-16 01:00:00,56.0,58.6
500KV-BYQ-003,2025-08-16 01:00:00,52.9,55.5
500KV-BYQ-001,2025-08-16 02:00:00,42.1,43.7
500KV-BYQ-002,2025-08-16 02:00:00,59.1,60.5
500KV-BYQ-003,2025-08-16 02:00:00,50.3,51.5
500KV-BYQ-001,2025-08-16 03:00:00,49.8,51.1
500KV-BYQ-002,2025-08-16 03:00:00,57.4,59.8
500KV-BYQ-003,2025-08-16 03:00:00,47.1,48.5
500KV-BYQ-001,2025-08-16 04:00:00,45.4,47.7
500KV-BYQ-002,2025-08-16 04:00:00,54.3,55.5
500KV-BYQ-003,2025-08-16 04:00:00,49.3,51.4
500KV-BYQ-001,2025-08-16 05:00:00,50.7,51.7
500KV-BYQ-002,2025-08-16 05:00:00,46.2,48.4
500KV-BYQ-003,2025-08-16 05:00:00,63.5,66.0
500KV-BYQ-001,2025-08-16 06:00:00,43.3,44.7
500KV-BYQ-002,2025-08-16 06:00:00,53.3,55.8
500KV-BYQ-003,2025-08-16 06:00:00,51.0,52.0
500KV-BYQ-001,2025-08-16 07:00:00,54.9,56.3
500KV-BYQ-002,2025-08-16 07:00:00,61.0,62.0
500KV-BYQ-003,2025-08-16 07:00:00,48.9,51.2
500KV-BYQ-001,2025-08-16 08:00:00,53.4,54.7
500KV-BYQ-002,2025-08-16 08:00:00,53.3,55.5
500KV-BYQ-003,2025-08-16 08:00:00,64.4,66.5
500KV-BYQ-001,2025-08-16 09:00:00,61.2,63.2
500KV-BYQ-002,2025-08-16 09:00:00,64.5,67.4
500KV-BYQ-003,2025-08-16 09:00:00,60.7,61.7
500KV-BYQ-001,2025-08-16 10:00:00,71.3,73
500KV-BYQ-002,2025-08-16 10:00:00,52.4,54.0
500KV-BYQ-003,2025-08-16 10:00:00,57.5,60.4
500KV-BYQ-001,2025-08-16 11:00:00,57.7,59.3
500KV-BYQ-002,2025-08-16 11:00:00,55.1,56.1
500KV-BYQ-003,2025-08-16 11:00:00,59.2,61.7
500KV-BYQ-001,2025-08-16 12:00:00,54.8,55.9
500KV-BYQ-002,2025-08-16 12:00:00,54.8,57.0
500KV-BYQ-003,2025-08-16 12:00:00,70.2,71.7
500KV-BYQ-001,2025-08-16 13:00:00,69.4,70.6
500KV-BYQ-002,2025-08-16 13:00:00,57.9,59.9
500KV-BYQ-003,2025-08-16 13:00:00,49.9,51.6
500KV-BYQ-001,2025-08-16 14:00:00,56.4,59.0
500KV-BYQ-002,2025-08-16 14:00:00,57.8,59.1
500KV-BYQ-003,2025-08-16 14:00:00,54.3,56.2
500KV-BYQ-001,2025-08-16 15:00:00,47.7,49.5
500KV-BYQ-002,2025-08-16 15:00:00,53.7,56.5
500KV-BYQ-003,2025-08-16 15:00:00,65.1,67.2
500KV-BYQ-001,2025-08-16 16:00:00,49.8,52.6
500KV-BYQ-002,2025-08-16 16:00:00,65.9,68.4
500KV-BYQ-003,2025-08-16 16:00:00,56.0,57.6
500KV-BYQ-001,2025-08-16 17:00:00,67.8,70.6
500KV-BYQ-002,2025-08-16 17:00:00,53.0,55.7
500KV-BYQ-003,2025-08-16 17:00:00,52.4,55.1
500KV-BYQ-001,2025-08-16 18:00:00,53.0,54.8
500KV-BYQ-002,2025-08-16 18:00:00,69.3,72.2
500KV-BYQ-003,2025-08-16 18:00:00,60.8,63.6
500KV-BYQ-001,2025-08-16 19:00:00,66.4,68.4
500KV-BYQ-002,2025-08-16 19:00:00,63.2,65.8
500KV-BYQ-003,2025-08-16 19:00:00,64.3,66.6
500KV-BYQ-001,2025-08-16 20:00:00,67.3,69.3
500KV-BYQ-002,2025-08-16 20:00:00,53.3,55.9
500KV-BYQ-003,2025-08-16 20:00:00,53.4,56.2
500KV-BYQ-001,2025-08-16 21:00:00,64.7,67.6
500KV-BYQ-002,2025-08-16 21:00:00,50.0,51.7
500KV-BYQ-003,2025-08-16 21:00:00,48.9,51.8
500KV-BYQ-001,2025-08-16 22:00:00,49.4,50.8
500KV-BYQ-002,2025-08-16 22:00:00,70.2,72.8
500KV-BYQ-003,2025-08-16 22:00:00,50.9,53.1
500KV-BYQ-001,2025-08-16 23:00:00,45.8,46.8
500KV-BYQ-002,2025-08-16 23:00:00,50.9,53.2
500KV-BYQ-003,2025-08-16 23:00:00,46.1,48.0
500KV-BYQ-001,2025-08-17 00:00:00,61.1,63.0
500KV-BYQ-002,2025-08-17 00:00:00,60.1,61.9
500KV-BYQ-003,2025-08-17 00:00:00,58.7,59.7
500KV-BYQ-001,2025-08-17 01:00:00,62.1,63.6
500KV-BYQ-002,2025-08-17 01:00:00,53.5,55.3
500KV-BYQ-003,2025-08-17 01:00:00,59.5,61.1
500KV-BYQ-001,2025-08-17 02:00:00,49.1,51.7
500KV-BYQ-002,2025-08-17 02:00:00,43.8,46.5
500KV-BYQ-003,2025-08-17 02:00:00,55.4,57.1
500KV-BYQ-001,2025-08-17 03:00:00,66.5,69.4
500KV-BYQ-002,2025-08-17 03:00:00,61.4,64.1
500KV-BYQ-003,2025-08-17 03:00:00,44.8,46.4
500KV-BYQ-001,2025-08-17 04:00:00,47.1,48.4
500KV-BYQ-002,2025-08-17 04:00:00,62.5,63.9
500KV-BYQ-003,2025-08-17 04:00:00,45.3,46.4
500KV-BYQ-001,2025-08-17 05:00:00,45.1,47.0
500KV-BYQ-002,2025-08-17 05:00:00,64.1,66.7
500KV-BYQ-003,2025-08-17 05:00:00,47.5,49.0
500KV-BYQ-001,2025-08-17 06:00:00,62.8,64.1
500KV-BYQ-002,2025-08-17 06:00:00,55.9,58.3
500KV-BYQ-003,2025-08-17 06:00:00,65.7,68.3
500KV-BYQ-001,2025-08-17 07:00:00,47.8,49.0
500KV-BYQ-002,2025-08-17 07:00:00,49.9,51.3
500KV-BYQ-003,2025-08-17 07:00:00,53.8,56.2
500KV-BYQ-001,2025-08-17 08:00:00,68.7,70.9
500KV-BYQ-002,2025-08-17 08:00:00,63.2,65.2
500KV-BYQ-003,2025-08-17 08:00:00,69.4,72.3
500KV-BYQ-001,2025-08-17 09:00:00,50.3,51.6
500KV-BYQ-002,2025-08-17 09:00:00,63.3,65.8
500KV-BYQ-003,2025-08-17 09:00:00,62.9,65.7
500KV-BYQ-001,2025-08-17 10:00:00,62.5,64.1
500KV-BYQ-002,2025-08-17 10:00:00,65.6,67.3
500KV-BYQ-003,2025-08-17 10:00:00,50.9,52.1
500KV-BYQ-001,2025-08-17 11:00:00,69.5,71.7
500KV-BYQ-002,2025-08-17 11:00:00,52.3,54.1
500KV-BYQ-003,2025-08-17 11:00:00,65.7,68.3
500KV-BYQ-001,2025-08-17 12:00:00,62.9,64.2
500KV-BYQ-002,2025-08-17 12:00:00,47.2,49.4
500KV-BYQ-003,2025-08-17 12:00:00,50.1,52.7
500KV-BYQ-001,2025-08-17 13:00:00,58.9,60.9
500KV-BYQ-002,2025-08-17 13:00:00,63.4,66.3
500KV-BYQ-003,2025-08-17 13:00:00,48.0,50.5
500KV-BYQ-001,2025-08-17 14:00:00,60.4,61.7
500KV-BYQ-002,2025-08-17 14:00:00,50.6,52.5
500KV-BYQ-003,2025-08-17 14:00:00,57.8,59.0
500KV-BYQ-001,2025-08-17 15:00:00,64.9,66.9
500KV-BYQ-002,2025-08-17 15:00:00,59.4,61.2
500KV-BYQ-003,2025-08-17 15:00:00,63.3,64.8
500KV-BYQ-001,2025-08-17 16:00:00,63.3,66.1
500KV-BYQ-002,2025-08-17 16:00:00,49.1,50.8
500KV-BYQ-003,2025-08-17 16:00:00,68.6,71.3
500KV-BYQ-001,2025-08-17 17:00:00,58.7,60.2
500KV-BYQ-002,2025-08-17 17:00:00,54.4,57.4
500KV-BYQ-003,2025-08-17 17:00:00,62.9,64.7
500KV-BYQ-001,2025-08-17 18:00:00,52.9,54.2
500KV-BYQ-002,2025-08-17 18:00:00,48.4,50.3
500KV-BYQ-003,2025-08-17 18:00:00,59.0,61.3
500KV-BYQ-001,2025-08-17 19:00:00,63.0,64.8
500KV-BYQ-002,2025-08-17 19:00:00,62.7,65.6
500KV-BYQ-003,2025-08-17 19:00:00,70.6,71.8
500KV-BYQ-001,2025-08-17 20:00:00,66.4,69.3
500KV-BYQ-002,2025-08-17 20:00:00,56.7,59.3
500KV-BYQ-003,2025-08-17 20:00:00,54.3,55.6
500KV-BYQ-001,2025-08-17 21:00:00,57.4,60.2
500KV-BYQ-002,2025-08-17 21:00:00,63.6,66.5
500KV-BYQ-003,2025-08-17 21:00:00,47.1,48.5
500KV-BYQ-001,2025-08-17 22:00:00,62.9,64.6
500KV-BYQ-002,2025-08-17 22:00:00,50.2,51.4
500KV-BYQ-003,2025-08-17 22:00:00,56.4,59.0
500KV-BYQ-001,2025-08-17 23:00:00,61.6,62.6
500KV-BYQ-002,2025-08-17 23:00:00,63.0,64.0
500KV-BYQ-003,2025-08-17 23:00:00,58.9,61.2
500KV-BYQ-001,2025-08-18 00:00:00,47.3,49.2
500KV-BYQ-002,2025-08-18 00:00:00,49.8,52.8
500KV-BYQ-003,2025-08-18 00:00:00,49.2,50.4
500KV-BYQ-001,2025-08-18 01:00:00,43.4,46.3
500KV-BYQ-002,2025-08-18 01:00:00,42.5,45.4
500KV-BYQ-003,2025-08-18 01:00:00,43.3,45.5
500KV-BYQ-001,2025-08-18 02:00:00,44.0,45.2
500KV-BYQ-002,2025-08-18 02:00:00,57.7,60.0
500KV-BYQ-003,2025-08-18 02:00:00,54.9,57.8
500KV-BYQ-001,2025-08-18 03:00:00,63.2,65.2
500KV-BYQ-002,2025-08-18 03:00:00,51.9,53.7
500KV-BYQ-003,2025-08-18 03:00:00,63.6,65.8
500KV-BYQ-001,2025-08-18 04:00:00,47.2,48.4
500KV-BYQ-002,2025-08-18 04:00:00,43.5,45.4
500KV-BYQ-003,2025-08-18 04:00:00,61.8,64.5
500KV-BYQ-001,2025-08-18 05:00:00,62.2,64.1
500KV-BYQ-002,2025-08-18 05:00:00,50.0,52.1
500KV-BYQ-003,2025-08-18 05:00:00,48.1,49.8
500KV-BYQ-001,2025-08-18 06:00:00,62.4,64.7
500KV-BYQ-002,2025-08-18 06:00:00,47.5,50.1
500KV-BYQ-003,2025-08-18 06:00:00,63.9,65.9
500KV-BYQ-001,2025-08-18 07:00:00,46.4,47.8
500KV-BYQ-002,2025-08-18 07:00:00,57.1,59.2
500KV-BYQ-003,2025-08-18 07:00:00,58.1,60.9
500KV-BYQ-001,2025-08-18 08:00:00,58.5,61.3
500KV-BYQ-002,2025-08-18 08:00:00,49.9,52.2
500KV-BYQ-003,2025-08-18 08:00:00,63.0,64.1
500KV-BYQ-001,2025-08-18 09:00:00,48.2,50.4
500KV-BYQ-002,2025-08-18 09:00:00,48.7,50.3
500KV-BYQ-003,2025-08-18 09:00:00,63.1,65.8
500KV-BYQ-001,2025-08-18 10:00:00,59.8,61.4
500KV-BYQ-002,2025-08-18 10:00:00,56.1,58.3
500KV-BYQ-003,2025-08-18 10:00:00,54.1,55.4
500KV-BYQ-001,2025-08-18 11:00:00,57.4,60.1
500KV-BYQ-002,2025-08-18 11:00:00,63.6,65.1
500KV-BYQ-003,2025-08-18 11:00:00,53.4,55.2
500KV-BYQ-001,2025-08-18 12:00:00,59.1,60.3
500KV-BYQ-002,2025-08-18 12:00:00,49.1,52.0
500KV-BYQ-003,2025-08-18 12:00:00,57.3,58.6
500KV-BYQ-001,2025-08-18 13:00:00,67.1,68.6
500KV-BYQ-002,2025-08-18 13:00:00,50.4,52.6
500KV-BYQ-003,2025-08-18 13:00:00,67.1,68.2
500KV-BYQ-001,2025-08-18 14:00:00,56.5,58.3
500KV-BYQ-002,2025-08-18 14:00:00,67.0,69.1
500KV-BYQ-003,2025-08-18 14:00:00,68.8,71.7
500KV-BYQ-001,2025-08-18 15:00:00,68.0,70.6
500KV-BYQ-002,2025-08-18 15:00:00,63.6,65.7
500KV-BYQ-003,2025-08-18 15:00:00,62.4,63.6
500KV-BYQ-001,2025-08-18 16:00:00,66.2,69.0
500KV-BYQ-002,2025-08-18 16:00:00,55.2,58.1
500KV-BYQ-003,2025-08-18 16:00:00,57.4,59.4
500KV-BYQ-001,2025-08-18 17:00:00,67.3,70.1
500KV-BYQ-002,2025-08-18 17:00:00,48.6,49.8
500KV-BYQ-003,2025-08-18 17:00:00,54.1,56.5
500KV-BYQ-001,2025-08-18 18:00:00,54.3,56.9
500KV-BYQ-002,2025-08-18 18:00:00,64.0,66.6
500KV-BYQ-003,2025-08-18 18:00:00,65.3,67.6
500KV-BYQ-001,2025-08-18 19:00:00,58.5,60.9
500KV-BYQ-002,2025-08-18 19:00:00,70.4,71.5
500KV-BYQ-003,2025-08-18 19:00:00,63.5,64.8
500KV-BYQ-001,2025-08-18 20:00:00,56.5,58.8
500KV-BYQ-002,2025-08-18 20:00:00,46.1,47.3
500KV-BYQ-003,2025-08-18 20:00:00,55.5,58.3
500KV-BYQ-001,2025-08-18 21:00:00,51.9,53.6
500KV-BYQ-002,2025-08-18 21:00:00,63.5,65.6
500KV-BYQ-003,2025-08-18 21:00:00,67.1,68.4
500KV-BYQ-001,2025-08-18 22:00:00,65.6,68.5
500KV-BYQ-002,2025-08-18 22:00:00,49.9,52.4
500KV-BYQ-003,2025-08-18 22:00:00,60.4,63.4
500KV-BYQ-001,2025-08-18 23:00:00,62.4,65.2
500KV-BYQ-002,2025-08-18 23:00:00,64.6,67.0
500KV-BYQ-003,2025-08-18 23:00:00,45.1,46.1
500KV-BYQ-001,2025-08-19 00:00:00,57.9,60.4
500KV-BYQ-002,2025-08-19 00:00:00,65.3,67.6
500KV-BYQ-003,2025-08-19 00:00:00,64.2,65.4
500KV-BYQ-001,2025-08-19 01:00:00,59.2,61.6
500KV-BYQ-002,2025-08-19 01:00:00,51.8,53.2
500KV-BYQ-003,2025-08-19 01:00:00,43.7,46.3
500KV-BYQ-001,2025-08-19 02:00:00,61.7,63.0
500KV-BYQ-002,2025-08-19 02:00:00,46.3,48.4
500KV-BYQ-003,2025-08-19 02:00:00,46.5,48.7
500KV-BYQ-001,2025-08-19 03:00:00,61.5,62.7
500KV-BYQ-002,2025-08-19 03:00:00,52.3,53.3
500KV-BYQ-003,2025-08-19 03:00:00,56.1,57.6
500KV-BYQ-001,2025-08-19 04:00:00,63.9,66.2
500KV-BYQ-002,2025-08-19 04:00:00,58.9,60.8
500KV-BYQ-003,2025-08-19 04:00:00,57.6,58.7
500KV-BYQ-001,2025-08-19 05:00:00,54.7,56.7
500KV-BYQ-002,2025-08-19 05:00:00,59.4,60.8
500KV-BYQ-003,2025-08-19 05:00:00,56.5,58.6
500KV-BYQ-001,2025-08-19 06:00:00,57.0,58.1
500KV-BYQ-002,2025-08-19 06:00:00,60.4,62.6
500KV-BYQ-003,2025-08-19 06:00:00,43.2,45.6
500KV-BYQ-001,2025-08-19 07:00:00,64.5,65.6
500KV-BYQ-002,2025-08-19 07:00:00,53.7,55.1
500KV-BYQ-003,2025-08-19 07:00:00,60.8,63.1
500KV-BYQ-001,2025-08-19 08:00:00,59.8,62.1
500KV-BYQ-002,2025-08-19 08:00:00,52.5,53.6
500KV-BYQ-003,2025-08-19 08:00:00,68.8,69.9
500KV-BYQ-001,2025-08-19 09:00:00,57.9,59.2
500KV-BYQ-002,2025-08-19 09:00:00,62.4,64.6
500KV-BYQ-003,2025-08-19 09:00:00,49.0,50.2
500KV-BYQ-001,2025-08-19 10:00:00,67.5,70.4
500KV-BYQ-002,2025-08-19 10:00:00,50.5,52.6
500KV-BYQ-003,2025-08-19 10:00:00,64.4,66.2
500KV-BYQ-001,2025-08-19 11:00:00,56.0,57.5
500KV-BYQ-002,2025-08-19 11:00:00,55.1,58.1
500KV-BYQ-003,2025-08-19 11:00:00,51.5,52.6
500KV-BYQ-001,2025-08-19 12:00:00,56.4,58.8
500KV-BYQ-002,2025-08-19 12:00:00,58.0,60.8
500KV-BYQ-003,2025-08-19 12:00:00,59.3,61.0
500KV-BYQ-001,2025-08-19 13:00:00,71.6,73
500KV-BYQ-002,2025-08-19 13:00:00,55.0,56.1
500KV-BYQ-003,2025-08-19 13:00:00,61.5,63.3
500KV-BYQ-001,2025-08-19 14:00:00,71.2,73
500KV-BYQ-002,2025-08-19 14:00:00,51.8,54.7
500KV-BYQ-003,2025-08-19 14:00:00,55.7,58.2
500KV-BYQ-001,2025-08-19 15:00:00,49.7,52.3
500KV-BYQ-002,2025-08-19 15:00:00,65.7,67.7
500KV-BYQ-003,2025-08-19 15:00:00,63.9,65.2
500KV-BYQ-001,2025-08-19 16:00:00,51.4,52.4
500KV-BYQ-002,2025-08-19 16:00:00,57.9,58.9
500KV-BYQ-003,2025-08-19 16:00:00,65.6,68.1
500KV-BYQ-001,2025-08-19 17:00:00,68.7,70.8
500KV-BYQ-002,2025-08-19 17:00:00,62.2,63.4
500KV-BYQ-003,2025-08-19 17:00:00,52.3,54.4
500KV-BYQ-001,2025-08-19 18:00:00,49.7,51.0
