变压器资产ID,相位,数据时间,氢气(μL/L),甲烷(μL/L),乙烷(μL/L),乙烯(μL/L),乙炔(μL/L),一氧化碳(μL/L),二氧化碳(μL/L),总烃(μL/L),运行状态,数据质量
500KV-2号主变压器,C相,2025-07-08 00:00:00,17.08,4.9,6.66,12.58,0.92,1401.6,1050.0,25.34,注意,良好
500KV-3号主变压器,C相,2025-07-08 00:00:00,50.6,6.83,6.92,20.01,0.38,595.8,3257.8,34.31,注意,良好
500KV-1号主变压器,C相,2025-07-09 00:00:00,156.45,3.08,0.62,12.79,0.13,288.8,1154.0,15.84,注意,良好
500KV-2号主变压器,C相,2025-07-09 00:00:00,115.26,9.43,25.13,3.1,1.03,637.8,2366.2,39.61,注意,良好
500KV-3号主变压器,C相,2025-07-09 00:00:00,221.13,5.13,8.83,5.32,0.61,342.2,2894.0,20.16,注意,良好
500KV-1号主变压器,C相,2025-07-10 00:00:00,220.97,14.53,29.92,0.25,0.42,1099.7,3384.0,44.77,注意,良好
500KV-2号主变压器,C相,2025-07-10 00:00:00,28.13,4.2,17.07,14.44,0.35,1453.4,1206.5,36.29,注意,良好
500KV-3号主变压器,C相,2025-07-10 00:00:00,149.92,13.03,26.67,9.66,0.35,814.6,2925.3,49.89,注意,良好
500KV-1号主变压器,C相,2025-07-11 00:00:00,64.68,14.89,32.5,1.73,0.35,1199.9,966.4,49.18,注意,良好
500KV-2号主变压器,C相,2025-07-11 00:00:00,179.53,12.67,25.05,2.58,0.36,1209.1,1994.4,39.16,注意,差
500KV-3号主变压器,C相,2025-07-11 00:00:00,40.35,12.88,6.13,6.09,0.55,895.3,2988.1,24.79,注意,良好
500KV-1号主变压器,C相,2025-07-12 00:00:00,110.56,15.04,4.03,3.05,0.18,351.7,2969.2,22.51,注意,良好
500KV-2号主变压器,C相,2025-07-12 00:00:00,88.64,12.46,16.21,4.29,0.23,1021.8,948.5,33.73,注意,良好
500KV-3号主变压器,C相,2025-07-12 00:00:00,190.89,3.61,1.14,8.61,0.19,244.5,1219.4,13.9,注意,良好
500KV-1号主变压器,C相,2025-07-13 00:00:00,30.61,7.48,18.09,12.34,0.22,277.7,963.1,40.0,注意,一般
500KV-2号主变压器,C相,2025-07-13 00:00:00,168.11,7.08,4.09,16.06,0.12,971.7,2320.6,27.32,注意,良好
500KV-3号主变压器,C相,2025-07-13 00:00:00,145.4,13.39,5.87,4.43,0.03,338.9,2293.6,24.63,注意,良好
500KV-1号主变压器,C相,2025-07-14 00:00:00,183.88,9.91,24.75,12.27,0.69,621.0,2666.2,49.47,注意,良好
500KV-2号主变压器,C相,2025-07-14 00:00:00,109.78,11.93,9.39,13.56,0.27,538.2,1021.7,35.49,注意,良好
500KV-3号主变压器,C相,2025-07-14 00:00:00,59.8,15.33,24.52,5.75,0.35,250.5,1487.0,45.73,注意,良好
500KV-1号主变压器,C相,2025-07-15 00:00:00,59.74,4.81,23.82,0.55,0.41,1446.4,1614.0,29.81,注意,良好
500KV-2号主变压器,C相,2025-07-15 00:00:00,59.26,11.26,26.18,15.89,1.0,317.5,3567.2,52.36,注意,良好
500KV-3号主变压器,C相,2025-07-15 00:00:00,224.83,7.59,4.11,8.24,0.19,1020.5,2941.0,19.66,注意,良好
500KV-1号主变压器,C相,2025-07-16 00:00:00,180.65,15.45,7.77,14.25,0.04,478.5,3481.9,38.22,注意,良好
500KV-2号主变压器,C相,2025-07-16 00:00:00,221.76,13.54,22.12,3.56,0.06,633.7,1895.0,39.84,注意,良好
500KV-3号主变压器,C相,2025-07-16 00:00:00,51.35,9.47,28.67,13.37,0.1,836.9,2824.5,51.78,注意,良好
500KV-1号主变压器,C相,2025-07-17 00:00:00,121.42,4.28,18.32,11.96,0.26,826.3,2717.4,35.46,注意,良好
500KV-2号主变压器,C相,2025-07-17 00:00:00,79.73,14.66,15.45,18.31,0.73,895.4,1132.1,51.11,注意,良好
500KV-3号主变压器,C相,2025-07-17 00:00:00,64.99,14.73,6.39,10.0,0.08,691.2,2704.5,31.37,注意,良好
500KV-1号主变压器,C相,2025-07-18 00:00:00,181.53,3.13,18.79,4.84,1.28,1245.7,1766.3,28.64,注意,良好
500KV-2号主变压器,C相,2025-07-18 00:00:00,158.84,13.83,17.08,6.06,0.33,1122.0,1354.1,38.47,注意,良好
500KV-3号主变压器,C相,2025-07-18 00:00:00,208.52,7.82,12.9,9.22,0.39,795.3,1022.0,31.84,注意,一般
500KV-1号主变压器,C相,2025-07-19 00:00:00,171.58,12.9,6.57,2.28,0.28,665.2,2983.6,21.83,注意,良好
500KV-2号主变压器,C相,2025-07-19 00:00:00,141.15,10.64,20.8,4.39,0.66,442.2,2044.8,36.53,注意,良好
500KV-3号主变压器,C相,2025-07-19 00:00:00,52.21,9.7,10.04,3.42,0.47,1122.3,3526.6,22.5,注意,良好
500KV-1号主变压器,C相,2025-07-20 00:00:00,235.9,12.61,6.54,1.38,0.27,951.0,2614.6,21.41,注意,良好
500KV-2号主变压器,C相,2025-07-20 00:00:00,248.31,14.43,8.42,3.26,0.36,1019.5,3262.8,26.89,注意,良好
500KV-3号主变压器,C相,2025-07-20 00:00:00,215.41,7.46,17.66,7.2,0.17,957.5,990.2,32.17,注意,良好
500KV-1号主变压器,C相,2025-07-21 00:00:00,66.29,3.56,21.59,14.95,0.53,1123.2,2253.4,39.91,注意,良好
500KV-2号主变压器,C相,2025-07-21 00:00:00,117.59,5.99,7.72,17.49,1.23,279.8,3136.5,31.96,注意,一般
500KV-3号主变压器,C相,2025-07-21 00:00:00,20.81,11.59,10.57,16.07,0.71,419.9,2066.0,37.61,注意,一般
500KV-1号主变压器,C相,2025-07-22 00:00:00,22.24,6.19,8.17,7.77,0.22,525.0,1818.9,21.33,注意,良好
500KV-2号主变压器,C相,2025-07-22 00:00:00,215.66,3.37,2.26,7.43,0.13,900.6,3822.1,13.0,注意,良好
500KV-3号主变压器,C相,2025-07-22 00:00:00,92.99,10.84,9.96,6.27,0.43,986.6,2055.4,27.08,注意,良好
500KV-1号主变压器,C相,2025-07-23 00:00:00,66.62,15.22,17.82,13.5,0.5,271.7,1476.9,44.98,注意,良好
500KV-2号主变压器,C相,2025-07-23 00:00:00,106.2,4.34,22.02,12.2,0.58,292.5,824.9,40.72,注意,良好
500KV-3号主变压器,C相,2025-07-23 00:00:00,102.95,3.18,8.76,12.24,1.05,839.7,1530.1,24.75,注意,差
500KV-1号主变压器,C相,2025-07-24 00:00:00,103.47,6.91,12.01,6.65,1.22,632.6,2901.8,25.96,注意,良好
500KV-2号主变压器,C相,2025-07-24 00:00:00,13.45,9.5,8.86,1.73,0.09,200.9,2410.2,19.98,正常,良好
500KV-3号主变压器,C相,2025-07-24 00:00:00,203.38,4.24,23.49,2.45,0.19,802.1,2097.9,31.55,注意,良好
500KV-1号主变压器,C相,2025-07-25 00:00:00,62.54,13.2,23.22,8.53,0.2,1004.0,1205.2,47.06,注意,一般
500KV-2号主变压器,C相,2025-07-25 00:00:00,136.72,13.91,6.91,16.81,0.08,466.1,2213.9,36.32,注意,一般
500KV-3号主变压器,C相,2025-07-25 00:00:00,99.75,7.3,7.51,1.85,0.22,1450.6,2549.6,16.8,注意,差
500KV-1号主变压器,C相,2025-07-26 00:00:00,207.85,3.25,11.94,3.34,0.26,1080.0,1627.0,18.67,注意,良好
500KV-2号主变压器,C相,2025-07-26 00:00:00,183.27,11.84,28.28,5.73,0.82,265.1,3237.7,48.41,注意,良好
500KV-3号主变压器,C相,2025-07-26 00:00:00,151.19,12.79,10.39,1.17,0.53,1226.5,2439.9,25.66,注意,良好
500KV-1号主变压器,C相,2025-07-27 00:00:00,81.31,10.08,25.97,7.58,1.25,510.8,1009.5,43.21,注意,良好
500KV-2号主变压器,C相,2025-07-27 00:00:00,240.09,8.73,31.06,9.41,0.1,733.0,1535.4,47.53,注意,良好
500KV-3号主变压器,C相,2025-07-27 00:00:00,119.31,6.11,16.35,13.06,0.73,765.8,3644.1,35.16,注意,良好
500KV-1号主变压器,C相,2025-07-28 00:00:00,70.31,13.63,21.23,8.58,0.63,1395.9,3028.1,43.48,注意,良好
500KV-2号主变压器,C相,2025-07-28 00:00:00,128.01,11.63,17.21,11.13,0.13,1469.6,1701.9,39.67,注意,良好
500KV-3号主变压器,C相,2025-07-28 00:00:00,100.54,6.6,2.97,6.83,0.11,663.4,2795.4,15.87,注意,良好
500KV-1号主变压器,C相,2025-07-29 00:00:00,166.83,4.75,7.35,0.44,0.85,1200.4,1511.5,13.54,注意,良好
500KV-2号主变压器,C相,2025-07-29 00:00:00,138.75,12.65,30.43,3.31,0.43,293.1,2187.9,45.86,注意,良好
500KV-3号主变压器,C相,2025-07-29 00:00:00,162.9,10.76,3.88,8.23,0.58,243.1,2441.4,24.03,注意,差
500KV-1号主变压器,C相,2025-07-30 00:00:00,19.22,6.01,10.49,4.52,0.06,550.0,1892.5,22.0,注意,良好
500KV-2号主变压器,C相,2025-07-30 00:00:00,96.35,5.66,33.98,6.37,1.14,1472.9,1054.1,45.21,注意,良好
500KV-3号主变压器,C相,2025-07-30 00:00:00,224.73,8.64,3.56,9.43,0.31,1185.7,2931.2,21.93,注意,一般
500KV-1号主变压器,C相,2025-07-31 00:00:00,174.4,12.34,15.42,14.98,0.69,1111.4,1813.9,44.43,注意,良好
500KV-2号主变压器,C相,2025-07-31 00:00:00,217.43,14.18,22.44,9.93,0.12,239.0,1450.6,46.58,注意,一般
500KV-3号主变压器,C相,2025-07-31 00:00:00,13.04,6.6,21.79,1.38,0.7,804.4,793.6,30.5,注意,良好
500KV-1号主变压器,C相,2025-08-01 00:00:00,201.41,4.38,11.3,0.98,0.23,1158.5,2725.6,16.45,注意,良好
500KV-2号主变压器,C相,2025-08-01 00:00:00,48.4,10.46,17.0,11.77,0.6,1107.3,3103.5,39.24,注意,良好
500KV-3号主变压器,C相,2025-08-01 00:00:00,126.28,7.94,13.41,15.15,0.41,568.6,1628.5,38.69,注意,良好
500KV-1号主变压器,C相,2025-08-02 00:00:00,42.83,7.5,17.88,18.16,0.46,803.2,1495.3,41.97,注意,一般
500KV-2号主变压器,C相,2025-08-02 00:00:00,132.44,12.76,30.18,8.43,0.74,1039.3,1465.4,51.9,注意,良好
500KV-3号主变压器,C相,2025-08-02 00:00:00,156.34,3.7,12.13,9.13,0.04,884.7,2954.6,24.19,注意,良好
500KV-1号主变压器,C相,2025-08-03 00:00:00,54.53,14.52,23.14,4.42,1.47,1235.2,2487.8,45.49,注意,良好
500KV-2号主变压器,C相,2025-08-03 00:00:00,104.72,7.89,17.92,19.38,0.19,681.5,3467.1,44.91,注意,一般
500KV-3号主变压器,C相,2025-08-03 00:00:00,77.02,9.78,6.99,15.67,0.67,431.6,3271.2,32.3,注意,良好
500KV-1号主变压器,C相,2025-08-04 00:00:00,55.65,13.85,10.57,5.13,0.12,1278.8,2823.6,29.93,注意,良好
500KV-2号主变压器,C相,2025-08-04 00:00:00,64.69,3.56,5.45,5.94,0.9,204.1,2140.5,16.27,注意,差
500KV-3号主变压器,C相,2025-08-04 00:00:00,219.76,9.61,11.12,10.83,0.18,343.9,1783.8,32.88,注意,良好
500KV-1号主变压器,C相,2025-08-05 00:00:00,117.52,4.02,28.63,16.51,0.14,1383.5,1123.2,47.45,注意,良好
500KV-2号主变压器,C相,2025-08-05 00:00:00,225.4,9.73,20.87,6.16,0.43,854.1,2434.8,37.59,注意,良好
500KV-3号主变压器,C相,2025-08-05 00:00:00,242.09,12.25,3.9,10.49,0.16,838.8,3241.5,27.97,注意,良好
500KV-1号主变压器,C相,2025-08-06 00:00:00,196.34,3.76,12.71,13.78,0.09,335.3,2397.3,30.77,注意,良好
500KV-2号主变压器,C相,2025-08-06 00:00:00,188.16,6.62,10.32,3.29,1.46,1250.0,2320.1,22.38,注意,良好
500KV-3号主变压器,C相,2025-08-06 00:00:00,74.13,11.1,18.38,14.86,0.12,234.4,3201.3,45.67,注意,良好
500KV-1号主变压器,C相,2025-08-07 00:00:00,129.71,3.35,18.47,15.24,0.42,216.4,1443.9,35.65,注意,良好
500KV-2号主变压器,C相,2025-08-07 00:00:00,143.73,6.02,19.19,5.09,1.29,665.9,2769.2,32.15,注意,良好
500KV-3号主变压器,C相,2025-08-07 00:00:00,84.96,3.48,19.92,8.27,0.13,528.0,1207.9,33.33,注意,良好
500KV-1号主变压器,C相,2025-08-08 00:00:00,211.23,14.72,5.43,8.01,0.13,1002.1,1798.1,27.42,注意,良好
500KV-2号主变压器,C相,2025-08-08 00:00:00,192.96,3.21,9.11,18.72,0.04,808.7,1809.7,31.56,注意,良好
500KV-3号主变压器,C相,2025-08-08 00:00:00,6.89,11.45,12.97,7.93,1.0,878.0,2568.3,32.59,注意,良好
500KV-1号主变压器,C相,2025-08-09 00:00:00,117.14,14.72,13.13,2.89,0.29,1047.2,2317.6,31.55,注意,良好
500KV-2号主变压器,C相,2025-08-09 00:00:00,167.43,11.94,18.47,0.96,0.25,790.6,1473.5,31.87,注意,一般
500KV-3号主变压器,C相,2025-08-09 00:00:00,16.88,12.8,26.62,17.55,1.35,1059.8,1690.4,57.86,注意,良好
500KV-1号主变压器,C相,2025-08-10 00:00:00,192.41,9.65,21.28,4.92,0.57,994.7,1905.1,37.36,注意,良好
500KV-2号主变压器,C相,2025-08-10 00:00:00,165.57,11.93,13.61,22.0,0.1,473.1,2056.7,46.36,注意,良好
500KV-3号主变压器,C相,2025-08-10 00:00:00,89.95,5.28,19.45,0.31,0.0,857.1,2590.2,25.3,注意,良好
500KV-1号主变压器,C相,2025-08-11 00:00:00,167.36,9.83,18.74,1.73,0.53,1293.2,2401.1,30.91,注意,良好
500KV-2号主变压器,C相,2025-08-11 00:00:00,209.27,5.47,10.56,5.56,0.13,1180.0,1760.6,22.58,注意,差
500KV-3号主变压器,C相,2025-08-11 00:00:00,180.95,9.86,4.91,17.74,0.07,413.2,1392.3,31.11,注意,良好
500KV-1号主变压器,C相,2025-08-12 00:00:00,133.51,10.4,15.48,8.77,0.39,777.0,2655.4,36.74,注意,良好
500KV-2号主变压器,C相,2025-08-12 00:00:00,6.9,13.19,27.4,4.79,0.51,487.5,2145.3,46.59,注意,良好
500KV-3号主变压器,C相,2025-08-12 00:00:00,226.16,14.28,12.44,15.09,0.27,763.0,2445.7,40.54,注意,良好
500KV-1号主变压器,C相,2025-08-13 00:00:00,150.49,3.6,23.55,8.28,0.23,1281.9,2044.0,35.43,注意,良好
500KV-2号主变压器,C相,2025-08-13 00:00:00,51.46,8.36,23.76,13.38,0.2,1082.7,1551.6,45.61,注意,良好
500KV-3号主变压器,C相,2025-08-13 00:00:00,127.3,11.17,2.12,1.13,0.16,1416.6,1505.0,14.77,注意,良好
500KV-1号主变压器,C相,2025-08-14 00:00:00,162.71,5.4,20.35,10.33,0.37,383.6,2161.8,37.08,注意,良好
500KV-2号主变压器,C相,2025-08-14 00:00:00,72.13,14.01,5.78,9.15,0.31,715.4,2835.1,29.66,注意,良好
500KV-3号主变压器,C相,2025-08-14 00:00:00,11.95,13.18,9.57,9.15,0.61,1162.5,1174.7,33.23,注意,良好
500KV-1号主变压器,C相,2025-08-15 00:00:00,89.95,3.46,27.39,8.13,0.85,513.6,752.6,38.63,注意,良好
500KV-2号主变压器,C相,2025-08-15 00:00:00,41.63,3.53,15.0,7.76,1.09,1078.5,2931.8,27.73,注意,良好
500KV-3号主变压器,C相,2025-08-15 00:00:00,218.39,6.37,34.15,12.23,1.03,282.9,1658.8,55.93,注意,良好
500KV-1号主变压器,C相,2025-08-16 00:00:00,181.26,10.64,22.55,2.92,0.06,410.4,3019.9,36.38,注意,差
500KV-2号主变压器,C相,2025-08-16 00:00:00,104.87,10.48,17.31,13.85,0.07,299.6,785.7,40.66,注意,良好
500KV-3号主变压器,C相,2025-08-16 00:00:00,105.22,14.81,5.79,3.27,0.79,316.6,3342.7,25.59,注意,良好
500KV-1号主变压器,C相,2025-08-17 00:00:00,189.98,6.01,18.43,5.74,0.09,1395.0,2058.7,30.75,注意,一般
500KV-2号主变压器,C相,2025-08-17 00:00:00,9.04,7.23,17.04,3.38,0.72,259.6,2175.4,28.69,注意,良好
500KV-3号主变压器,C相,2025-08-17 00:00:00,79.57,15.63,7.93,0.61,0.37,409.4,892.7,24.37,注意,良好
500KV-1号主变压器,C相,2025-08-18 00:00:00,118.96,12.89,3.8,6.96,0.2,1274.6,2761.9,24.3,注意,良好
500KV-2号主变压器,C相,2025-08-18 00:00:00,30.14,6.2,22.89,4.98,1.17,811.9,1001.9,35.95,注意,良好
500KV-3号主变压器,C相,2025-08-18 00:00:00,142.52,3.57,18.85,15.21,0.4,535.9,3532.0,39.74,注意,良好
500KV-1号主变压器,C相,2025-08-19 00:00:00,155.08,2.95,16.15,12.88,0.13,256.4,2824.1,31.61,注意,一般
500KV-2号主变压器,C相,2025-08-19 00:00:00,115.54,6.18,12.02,7.91,0.08,1228.0,2281.1,25.48,注意,良好
500KV-3号主变压器,C相,2025-08-19 00:00:00,166.04,14.59,8.77,4.09,0.49,651.4,2861.1,27.5,注意,良好
500KV-1号主变压器,C相,2025-08-20 00:00:00,109.28,11.33,27.81,8.08,0.07,807.5,1275.1,48.82,注意,良好
500KV-2号主变压器,C相,2025-08-20 00:00:00,90.39,3.31,24.38,7.96,0.19,264.6,2401.0,34.17,注意,良好
500KV-3号主变压器,C相,2025-08-20 00:00:00,204.95,13.69,22.55,3.13,0.45,785.8,1103.6,41.63,注意,良好
500KV-1号主变压器,C相,2025-08-21 00:00:00,69.45,5.44,15.57,7.45,0.37,371.0,3346.5,27.41,注意,良好
500KV-2号主变压器,C相,2025-08-21 00:00:00,181.67,4.73,5.4,1.17,0.55,1167.2,3073.0,11.73,注意,良好
500KV-3号主变压器,C相,2025-08-21 00:00:00,189.73,3.54,1.09,2.84,0.46,254.9,2073.4,7.74,注意,良好
500KV-1号主变压器,C相,2025-08-22 00:00:00,141.06,9.99,4.51,2.53,0.45,1287.4,1684.0,16.97,注意,良好
500KV-2号主变压器,C相,2025-08-22 00:00:00,194.96,14.27,2.47,1.46,0.37,665.1,2935.6,19.03,注意,良好
500KV-3号主变压器,C相,2025-08-22 00:00:00,128.69,7.38,12.82,10.68,0.0,535.6,1753.2,29.75,注意,良好
500KV-1号主变压器,C相,2025-08-23 00:00:00,138.73,5.06,11.0,6.96,0.05,431.3,3364.0,23.18,注意,良好
500KV-2号主变压器,C相,2025-08-23 00:00:00,114.29,12.21,25.38,18.15,1.2,1222.8,2694.2,54.86,注意,一般
500KV-3号主变压器,C相,2025-08-23 00:00:00,62.1,6.98,2.17,2.69,0.24,1055.7,1506.9,12.57,注意,良好
500KV-1号主变压器,C相,2025-08-24 00:00:00,138.17,4.56,15.82,5.75,0.26,695.1,3052.1,26.2,注意,良好
500KV-2号主变压器,C相,2025-08-24 00:00:00,138.72,4.36,29.08,9.47,0.81,360.6,1376.7,45.48,注意,良好
500KV-3号主变压器,C相,2025-08-24 00:00:00,225.76,10.95,21.15,9.51,0.16,1123.2,1125.6,43.11,注意,良好
500KV-1号主变压器,C相,2025-08-25 00:00:00,110.84,9.71,23.08,14.05,0.67,1074.6,922.9,45.49,注意,一般
500KV-2号主变压器,C相,2025-08-25 00:00:00,157.35,8.89,5.85,6.01,1.2,520.2,1947.6,20.94,注意,良好
500KV-3号主变压器,C相,2025-08-25 00:00:00,68.94,5.29,15.61,12.89,0.96,715.4,3295.6,33.69,注意,良好
500KV-1号主变压器,C相,2025-08-26 00:00:00,103.66,12.37,6.76,16.19,0.12,589.4,2745.5,34.51,注意,良好
500KV-2号主变压器,C相,2025-08-26 00:00:00,152.16,12.74,9.04,1.67,0.38,1159.3,907.6,22.8,注意,差
500KV-3号主变压器,C相,2025-08-26 00:00:00,56.67,5.87,28.4,5.01,0.19,1222.7,2241.7,40.98,注意,良好
500KV-1号主变压器,C相,2025-08-27 00:00:00,175.28,11.87,3.48,16.58,0.18,1256.2,1093.3,31.2,注意,良好
500KV-2号主变压器,C相,2025-08-27 00:00:00,197.08,13.34,29.8,2.89,0.49,1201.5,839.7,46.16,注意,良好
500KV-3号主变压器,C相,2025-08-27 00:00:00,119.08,8.19,6.28,13.17,0.23,277.6,1410.7,26.99,注意,一般
500KV-1号主变压器,C相,2025-08-28 00:00:00,81.44,7.71,11.04,11.97,0.33,1335.5,1966.7,30.24,注意,良好
500KV-2号主变压器,C相,2025-08-28 00:00:00,181.68,13.83,26.44,10.55,0.02,1441.3,1809.0,53.23,注意,一般
500KV-3号主变压器,C相,2025-08-28 00:00:00,223.58,7.91,25.38,7.94,0.15,298.5,3090.5,41.3,注意,良好
500KV-1号主变压器,C相,2025-08-29 00:00:00,227.43,4.13,2.78,4.83,0.55,445.3,3411.0,12.67,注意,良好
500KV-2号主变压器,C相,2025-08-29 00:00:00,195.98,4.19,4.54,3.68,0.54,306.5,1970.3,13.13,注意,良好
500KV-3号主变压器,C相,2025-08-29 00:00:00,213.4,5.45,16.58,4.25,0.07,1144.1,3464.2,25.07,注意,一般
